step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,instant_reward_mean,dense_window_reward,episode_terminal_reward,action_direction_reward,terminal_reward_only,use_progress_reward,overloaded_negative_fraction,light_nonnegative_fraction,bias_matrix,target_load_matrix,load_matrix,sla_matrix,ue_count_matrix,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,bias_g0_eMBB,bias_g0_URLLC,bias_g0_mMTC,bias_g1_eMBB,bias_g1_URLLC,bias_g1_mMTC,bias_g2_eMBB,bias_g2_URLLC,bias_g2_mMTC,target_load_g0_eMBB,target_load_g0_URLLC,target_load_g0_mMTC,target_load_g1_eMBB,target_load_g1_URLLC,target_load_g1_mMTC,target_load_g2_eMBB,target_load_g2_URLLC,target_load_g2_mMTC,load_g0_eMBB,load_g0_URLLC,load_g0_mMTC,load_g1_eMBB,load_g1_URLLC,load_g1_mMTC,load_g2_eMBB,load_g2_URLLC,load_g2_mMTC,sla_g0_eMBB,sla_g0_URLLC,sla_g0_mMTC,sla_g1_eMBB,sla_g1_URLLC,sla_g1_mMTC,sla_g2_eMBB,sla_g2_URLLC,sla_g2_mMTC,ue_count_g0_eMBB,ue_count_g0_URLLC,ue_count_g0_mMTC,ue_count_g1_eMBB,ue_count_g1_URLLC,ue_count_g1_mMTC,ue_count_g2_eMBB,ue_count_g2_URLLC,ue_count_g2_mMTC
399,398,1,-14.377243995666504,-14.377243995666504,True,all_offload_balancing,0.43444546474849505,0.4444444444444444,6.0,1,0.2460777429320996,0.43444546474849505,-14.377243687520314,-14.377243687520314,-14.377243687520314,0.6559523443380991,True,False,0.5,1.0,"[[-0.13820533454418182, 0.8907937407493591, -0.6626508235931396], [-0.38519102334976196, 0.4157830476760864, 0.7606215476989746], [1.0, -0.3742101788520813, 1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.7272727272727273, 0.7878787878787878], [1.0, 1.0, 0.0], [0.0, 0.6060606060606061, 1.0]]","[[0.6032076962526778, 1.0, 0.0], [0.5747609844877067, 1.0, 0.0], [0.6192000337183526, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",-0.13820533454418182,0.8907937407493591,-0.6626508235931396,-0.38519102334976196,0.4157830476760864,0.7606215476989746,1.2758089303970337,-0.3742101788520813,2.200863838195801,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.13820533454418182,0.8907937407493591,-0.6626508235931396,-0.38519102334976196,0.4157830476760864,0.7606215476989746,1.0,-0.3742101788520813,1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.7272727272727273,0.7878787878787878,1.0,1.0,0.0,0.0,0.6060606060606061,1.0,0.6032076962526778,1.0,0.0,0.5747609844877067,1.0,0.0,0.6192000337183526,1.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
400,399,1,-7.889036655426025,-7.889036655426025,True,all_offload_balancing,0.4140012547268498,0.3333333333333333,4.0,1,0.2460777429320996,0.4140012547268498,-7.8890364866650176,-7.8890364866650176,-7.8890364866650176,0.5040019883049859,True,False,1.0,0.5,"[[-0.5274473428726196, 0.5211308598518372, 0.8215644359588623], [-0.3952043950557709, -0.007358193397521973, -0.38829320669174194], [-0.18286541104316711, -1.0, -1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.0], [0.7058823529411765, 1.0, 0.42424242424242425], [0.6470588235294118, 0.0, 1.0]]","[[0.4477326404601429, 0.0, 0.0], [0.5140747464913092, 1.0, 0.0], [0.645724402493885, 0.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.5274473428726196,0.5211308598518372,0.8215644359588623,-0.3952043950557709,-0.007358193397521973,-0.38829320669174194,-0.18286541104316711,-1.5075713396072388,-1.4568378925323486,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.5274473428726196,0.5211308598518372,0.8215644359588623,-0.3952043950557709,-0.007358193397521973,-0.38829320669174194,-0.18286541104316711,-1.0,-1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.0,0.7058823529411765,1.0,0.42424242424242425,0.6470588235294118,0.0,1.0,0.4477326404601429,0.0,0.0,0.5140747464913092,1.0,0.0,0.645724402493885,0.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
401,400,1,-11.080886840820312,-11.080886840820312,True,all_offload_balancing,0.4249499291965476,0.4444444444444444,5.0,1,0.2460777429320996,0.4249499291965476,-11.080886498794674,-11.080886498794674,-11.080886498794674,0.5357065267033047,True,False,0.5,0.5,"[[-0.9975952506065369, 1.0, 0.10995900630950928], [-0.3946397304534912, 1.0, -0.20893678069114685], [0.31558167934417725, -0.6702405214309692, 0.5187215209007263]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.6666666666666666], [0.5882352941176471, 1.0, 0.06060606060606061], [0.47058823529411764, 1.0, 1.0]]","[[0.6156580808765078, 0.0, 0.0], [0.3051087738677979, 1.0, 0.0], [0.7377303715912145, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [3.0, 5.0, 2.0], [3.0, 3.0, 5.0]]",-0.9975952506065369,1.777443289756775,0.10995900630950928,-0.3946397304534912,1.0646957159042358,-0.20893678069114685,0.31558167934417725,-0.6702405214309692,0.5187215209007263,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.9975952506065369,1.0,0.10995900630950928,-0.3946397304534912,1.0,-0.20893678069114685,0.31558167934417725,-0.6702405214309692,0.5187215209007263,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.6666666666666666,0.5882352941176471,1.0,0.06060606060606061,0.47058823529411764,1.0,1.0,0.6156580808765078,0.0,0.0,0.3051087738677979,1.0,0.0,0.7377303715912145,1.0,0.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0
402,401,1,-14.395779609680176,-14.395779609680176,True,all_offload_balancing,0.16002109805192538,0.6666666666666666,6.0,1,0.2460777429320996,0.16002109805192538,-14.395779559931206,-14.395779559931206,-14.395779559931206,0.1714110275109609,True,False,0.5,1.0,"[[0.07036711275577545, 1.0, 1.0], [1.0, 1.0, -0.7438265681266785], [0.7488836050033569, -0.6498143672943115, -0.48647406697273254]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.9090909090909091, 0.7272727272727273], [0.29411764705882354, 1.0, 0.9090909090909091], [0.11764705882352941, 0.9090909090909091, 1.0]]","[[0.5306645967756712, 1.0, 0.0], [0.5590306586373301, 1.0, 0.0], [0.6409492047584502, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",0.07036711275577545,1.1931689977645874,1.059643268585205,1.5087436437606812,1.1009328365325928,-0.7438265681266785,0.7488836050033569,-0.6498143672943115,-0.48647406697273254,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.07036711275577545,1.0,1.0,1.0,1.0,-0.7438265681266785,0.7488836050033569,-0.6498143672943115,-0.48647406697273254,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.9090909090909091,0.7272727272727273,0.29411764705882354,1.0,0.9090909090909091,0.11764705882352941,0.9090909090909091,1.0,0.5306645967756712,1.0,0.0,0.5590306586373301,1.0,0.0,0.6409492047584502,1.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
403,402,1,-13.47498607635498,-13.47498607635498,True,all_offload_balancing,0.29554148312667766,0.3333333333333333,6.0,1,0.2460777429320996,0.29554148312667766,-13.474986117178307,-13.474986117178307,-13.474986117178307,1.1953574286566842,True,False,1.0,1.0,"[[-1.0, -0.22486689686775208, 1.0], [0.24387547373771667, -0.9297977089881897, 0.8601441383361816], [0.6543133854866028, -0.5964044332504272, -1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.5454545454545454, 0.5454545454545454], [0.0, 1.0, 0.30303030303030304], [0.6470588235294118, 0.6060606060606061, 1.0]]","[[0.6631390348239549, 1.0, 0.0], [0.2585825113889984, 1.0, 0.0], [0.8101885625644409, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",-1.5788941383361816,-0.22486689686775208,1.1715073585510254,0.24387547373771667,-0.9297977089881897,0.8601441383361816,0.6543133854866028,-0.5964044332504272,-1.5379688739776611,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-1.0,-0.22486689686775208,1.0,0.24387547373771667,-0.9297977089881897,0.8601441383361816,0.6543133854866028,-0.5964044332504272,-1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.5454545454545454,0.5454545454545454,0.0,1.0,0.30303030303030304,0.6470588235294118,0.6060606060606061,1.0,0.6631390348239549,1.0,0.0,0.2585825113889984,1.0,0.0,0.8101885625644409,1.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
404,403,1,-10.607951164245605,-10.607951164245605,True,all_offload_balancing,0.47893072135496384,0.4444444444444444,5.0,1,0.2460777429320996,0.47893072135496384,-10.607951477509207,-10.607951477509207,-10.607951477509207,0.25802368505133527,True,False,0.75,0.3333333333333333,"[[0.057592738419771194, -0.2845463752746582, -0.505669355392456], [-0.8302574753761292, -0.5467844009399414, -1.0], [0.02525155246257782, 0.43965446949005127, -0.7067910432815552]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.6060606060606061, 1.0], [0.0, 1.0, 0.0], [0.0, 0.6060606060606061, 1.0]]","[[0.5229549792678705, 1.0, 0.0], [0.2561532603631998, 1.0, 0.0], [0.6019176174699944, 0.0, 0.0]]","[[5.0, 2.0, 4.0], [3.0, 5.0, 2.0], [2.0, 3.0, 4.0]]",0.057592738419771194,-0.2845463752746582,-0.505669355392456,-0.8302574753761292,-0.5467844009399414,-1.0028588771820068,0.02525155246257782,0.43965446949005127,-0.7067910432815552,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.057592738419771194,-0.2845463752746582,-0.505669355392456,-0.8302574753761292,-0.5467844009399414,-1.0,0.02525155246257782,0.43965446949005127,-0.7067910432815552,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.6060606060606061,1.0,0.0,1.0,0.0,0.0,0.6060606060606061,1.0,0.5229549792678705,1.0,0.0,0.2561532603631998,1.0,0.0,0.6019176174699944,0.0,0.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0
405,404,1,-11.208900451660156,-11.208900451660156,True,all_offload_balancing,0.5706987741170397,0.4444444444444444,5.0,1,0.2460777429320996,0.5706987741170397,-11.20890058339774,-11.20890058339774,-11.20890058339774,0.6185574531555176,True,False,1.0,0.6666666666666666,"[[-0.8960601091384888, 0.6217947602272034, 0.22515612840652466], [0.4434279799461365, -1.0, -1.0], [-1.0, 0.5839184522628784, -0.5181562304496765]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.5454545454545454, 0.8484848484848485], [0.0, 1.0, 0.0], [0.9411764705882353, 0.0, 1.0]]","[[0.7329001817980889, 1.0, 0.0], [0.2557476297155395, 1.0, 0.0], [0.6983435197892639, 0.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",-0.8960601091384888,0.6217947602272034,0.22515612840652466,0.4434279799461365,-1.632529616355896,-1.5012472867965698,-1.0510903596878052,0.5839184522628784,-0.5181562304496765,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.8960601091384888,0.6217947602272034,0.22515612840652466,0.4434279799461365,-1.0,-1.0,-1.0,0.5839184522628784,-0.5181562304496765,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.5454545454545454,0.8484848484848485,0.0,1.0,0.0,0.9411764705882353,0.0,1.0,0.7329001817980889,1.0,0.0,0.2557476297155395,1.0,0.0,0.6983435197892639,0.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
406,405,1,-12.22413158416748,-12.22413158416748,True,all_offload_balancing,0.4207027811935016,0.4444444444444444,5.0,1,0.2460777429320996,0.4207027811935016,-12.224131727752077,-12.224131727752077,-12.224131727752077,-0.6304025318887498,True,False,0.25,0.25,"[[0.4195428788661957, -1.0, 0.5130006074905396], [-0.9696201682090759, 1.0, -1.0], [0.5849703550338745, -1.0, 0.5196180939674377]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [0.6470588235294118, 0.36363636363636365, 1.0]]","[[0.3604449346565681, 0.0, 0.0], [0.4894409315087735, 1.0, 0.0], [0.8101885625644409, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [4.0, 5.0, 2.0], [2.0, 3.0, 5.0]]",0.4195428788661957,-1.1617612838745117,0.5130006074905396,-0.9696201682090759,1.1797080039978027,-1.096056342124939,0.5849703550338745,-1.8384895324707031,0.5196180939674377,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.4195428788661957,-1.0,0.5130006074905396,-0.9696201682090759,1.0,-1.0,0.5849703550338745,-1.0,0.5196180939674377,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.0,1.0,1.0,0.0,0.6470588235294118,0.36363636363636365,1.0,0.3604449346565681,0.0,0.0,0.4894409315087735,1.0,0.0,0.8101885625644409,1.0,0.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0
407,406,1,-10.967008590698242,-10.967008590698242,True,all_offload_balancing,0.5972323281749726,0.4444444444444444,5.0,1,0.2460777429320996,0.5972323281749726,-10.96700868253634,-10.96700868253634,-10.96700868253634,0.7415036824014453,True,False,0.75,0.5,"[[0.8087943196296692, -0.42298826575279236, 0.6863347887992859], [-0.8969479203224182, -1.0, 0.666902482509613], [1.0, -0.15812313556671143, -0.6430525183677673]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.7878787878787878], [0.17647058823529413, 1.0, 0.0], [0.0, 1.0, 1.0]]","[[0.7474210071422233, 0.0, 0.0], [0.2627971458461811, 1.0, 0.0], [0.6187798609602613, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 4.0, 2.0], [2.0, 4.0, 5.0]]",0.8087943196296692,-0.42298826575279236,0.6863347887992859,-0.8969479203224182,-1.8431001901626587,0.666902482509613,1.8934986591339111,-0.15812313556671143,-0.6430525183677673,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.8087943196296692,-0.42298826575279236,0.6863347887992859,-0.8969479203224182,-1.0,0.666902482509613,1.0,-0.15812313556671143,-0.6430525183677673,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.7878787878787878,0.17647058823529413,1.0,0.0,0.0,1.0,1.0,0.7474210071422233,0.0,0.0,0.2627971458461811,1.0,0.0,0.6187798609602613,1.0,0.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0
408,407,1,-13.696911811828613,-13.696911811828613,True,all_offload_balancing,0.25685324815030175,0.3333333333333333,6.0,1,0.2460777429320996,0.25685324815030175,-13.696911884437988,-13.696911884437988,-13.696911884437988,0.10112654500537448,True,False,0.0,1.0,"[[1.0, 1.0, -0.6590324640274048], [0.6903813481330872, 0.1928701102733612, 0.5635401606559753], [0.27902835607528687, 0.8452151417732239, 1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.7878787878787878, 0.5454545454545454], [0.058823529411764705, 1.0, 0.6666666666666666], [0.0, 0.7878787878787878, 1.0]]","[[0.5480102177016548, 1.0, 0.0], [0.26700586543865096, 1.0, 0.0], [0.6203771251288819, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",2.505979061126709,1.8617075681686401,-0.6590324640274048,0.6903813481330872,0.1928701102733612,0.5635401606559753,0.27902835607528687,0.8452151417732239,1.0988821983337402,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,1.0,1.0,-0.6590324640274048,0.6903813481330872,0.1928701102733612,0.5635401606559753,0.27902835607528687,0.8452151417732239,1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.7878787878787878,0.5454545454545454,0.058823529411764705,1.0,0.6666666666666666,0.0,0.7878787878787878,1.0,0.5480102177016548,1.0,0.0,0.26700586543865096,1.0,0.0,0.6203771251288819,1.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
409,408,1,-10.711331367492676,-10.711331367492676,True,all_offload_balancing,0.41022365841491354,0.5555555555555556,5.0,1,0.2460777429320996,0.41022365841491354,-10.711331104561333,-10.711331104561333,-10.711331104561333,0.7347040623426437,True,False,0.8,1.0,"[[-0.36098939180374146, 1.0, -1.0], [0.8634195923805237, -0.24970249831676483, -1.0], [1.0, 0.09696289151906967, -0.6558588743209839]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.7272727272727273], [0.6470588235294118, 1.0, 1.0], [0.0, 1.0, 1.0]]","[[0.4188922154267697, 0.0, 0.0], [0.5255017615207452, 1.0, 0.0], [0.6215108449877701, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.36098939180374146,1.9082090854644775,-1.339642882347107,0.8634195923805237,-0.24970249831676483,-2.1222429275512695,1.5711960792541504,0.09696289151906967,-0.6558588743209839,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.36098939180374146,1.0,-1.0,0.8634195923805237,-0.24970249831676483,-1.0,1.0,0.09696289151906967,-0.6558588743209839,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.7272727272727273,0.6470588235294118,1.0,1.0,0.0,1.0,1.0,0.4188922154267697,0.0,0.0,0.5255017615207452,1.0,0.0,0.6215108449877701,1.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
410,409,1,-13.216331481933594,-13.216331481933594,True,all_offload_balancing,0.31814210046358515,0.5555555555555556,6.0,1,0.2460777429320996,0.31814210046358515,-13.216331949760514,-13.216331949760514,-13.216331949760514,1.054841783311632,True,False,0.6,1.0,"[[-0.2957298159599304, 0.8312943577766418, -0.35554051399230957], [1.0, 0.5166666507720947, 1.0], [1.0, 0.458187997341156, -0.9501590132713318]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.5454545454545454, 1.0], [0.7647058823529411, 1.0, 0.36363636363636365], [0.0, 1.0, 1.0]]","[[0.510884164183881, 1.0, 0.0], [0.41987419182209296, 1.0, 0.0], [0.6215108449877701, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.2957298159599304,0.8312943577766418,-0.35554051399230957,1.0656492710113525,0.5166666507720947,2.4686286449432373,1.1601027250289917,0.458187997341156,-0.9501590132713318,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.2957298159599304,0.8312943577766418,-0.35554051399230957,1.0,0.5166666507720947,1.0,1.0,0.458187997341156,-0.9501590132713318,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.5454545454545454,1.0,0.7647058823529411,1.0,0.36363636363636365,0.0,1.0,1.0,0.510884164183881,1.0,0.0,0.41987419182209296,1.0,0.0,0.6215108449877701,1.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
411,410,1,-15.505784034729004,-15.505784034729004,True,all_offload_balancing,0.3626160595857566,0.6666666666666666,6.0,1,0.2460777429320996,0.3626160595857566,-15.505784185414285,-15.505784185414285,-15.505784185414285,-0.13308258851369217,True,False,0.3333333333333333,0.5,"[[0.10985361039638519, -0.22041243314743042, -1.0], [0.6695735454559326, 0.5610215067863464, -0.282118022441864], [0.40800371766090393, 1.0, 0.16389624774456024]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 1.0, 0.24242424242424243], [1.0, 0.9090909090909091, 1.0], [0.0, 0.7272727272727273, 1.0]]","[[0.6050059265649179, 1.0, 0.0], [0.6859591688529992, 1.0, 0.0], [0.6180035751358506, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",0.10985361039638519,-0.22041243314743042,-1.2919683456420898,0.6695735454559326,0.5610215067863464,-0.282118022441864,0.40800371766090393,1.0878701210021973,0.16389624774456024,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.10985361039638519,-0.22041243314743042,-1.0,0.6695735454559326,0.5610215067863464,-0.282118022441864,0.40800371766090393,1.0,0.16389624774456024,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,1.0,0.24242424242424243,1.0,0.9090909090909091,1.0,0.0,0.7272727272727273,1.0,0.6050059265649179,1.0,0.0,0.6859591688529992,1.0,0.0,0.6180035751358506,1.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
